ID,afp_C3_C3_C3,afp_C3_C3_C4,afp_C3_C3_H1,afp_C3_C4_C4,afp_C3_C4_H1,afp_C4_C4_C4,afp_C4_C4_H1,afp_H1_C4_H1,bfp_133,bfp_197,bfp_222,bfp_267,bfp_282,bfp_289,bfp_304,bfp_314,bfp_315,bfp_334,bfp_343,bfp_349,bfp_359,efp_3v_main,efp_3v_side,efp_4v_main,efp_4v_side,efp_fam_single,efp_main_chain_rel,efp_main_chain_ring,efp_norm_mol_wt,efp_numatoms_none_H,efp_ring,efp_ring_dist_shortest,efp_side_chain_abs,mfp_Chi0n,mfp_Chi0v,mfp_Chi1n,mfp_Chi1v,mfp_Chi2n,mfp_Chi2v,mfp_MQNs13,mfp_MQNs14,mfp_MQNs15,mfp_MQNs16,mfp_MQNs17,mfp_MQNs18,mfp_MQNs19,mfp_MQNs20,mfp_MQNs21,mfp_MQNs22,mfp_MQNs23,mfp_MQNs24,mfp_MQNs25,mfp_MQNs26,mfp_MQNs27,mfp_MQNs28,mfp_MQNs29,mfp_MQNs30,mfp_MQNs31,mfp_MQNs32,mfp_MQNs33,mfp_MQNs34,mfp_MQNs35,mfp_MQNs36,mfp_MQNs37,mfp_MQNs38,mfp_MQNs39,mfp_MQNs40,mfp_MQNs41,mfp_MQNs42,mfp_NumAliphaticRings,mfp_NumAromaticRings,mfp_tpsa
0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1,0.3333333333333333,0.0,0.38963888888889486,0.3333333333333333,0.0,0.0,0.1111111111111111,0.8333333333333334,0.16666666666666666,0.4166666666666667,0.08333333333333333,0.041666666666666664,0.041666666666666664,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.2727272727272727,0.18181818181818182,0.36363636363636365,0.13636363636363635,0.13636363636363635,0.09090909090909091,0.5,0.22727272727272727,0.45454545454545453,0.0,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.6818181818181818,0.36363636363636365,0.09090909090909091,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.25,1.0,0.0,0.0,0,0.18181818181818182,0.5,0.5007803030303044,0.45454545454545453,0.6,0.25,0.4444444444444444,0.7727272727272729,0.22727272727272727,0.3977272727272728,0.125,0.08522727272727272,0.08522727272727272,0.7727272727272727,0.0,0.0,0.13636363636363635,0.13636363636363635,0.0,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0
